Journal Name,keyword,text,Source Type
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"development of knowledge communities around climate change. Indeed, Twitter streams around major climate change events such as marches during the 2009 Fifteenth Session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP 15) that were",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"development of knowledge communities around climate change. Indeed, Twitter streams around major climate change events such as marches during the 2009 Fifteenth Session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP 15) that were",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,major climate change events such as marches during the 2009 Fifteenth Session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP 15) that were identified through hashtags have been referred to as “long-running epistemic,Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,major climate change events such as marches during the 2009 Fifteenth Session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP 15) that were identified through hashtags have been referred to as “long-running epistemic,Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"identified through hashtags have been referred to as “long-running epistemic communities” (Segerberg & Bennett, 2011). In an analysis of Twitter posts about climate change, skeptics of climate change tended toward specific hashtags like #agw (which stands for",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"identified through hashtags have been referred to as “long-running epistemic communities” (Segerberg & Bennett, 2011). In an analysis of Twitter posts about climate change, skeptics of climate change tended toward specific hashtags like #agw (which stands for",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"communities” (Segerberg & Bennett, 2011). In an analysis of Twitter posts about climate change, skeptics of climate change tended toward specific hashtags like #agw (which stands for “anthropogenic global warming”) or #climaterealists rather than more general hashtags such as",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"communities” (Segerberg & Bennett, 2011). In an analysis of Twitter posts about climate change, skeptics of climate change tended toward specific hashtags like #agw (which stands for “anthropogenic global warming”) or #climaterealists rather than more general hashtags such as",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"skeptics of climate change tended toward specific hashtags like #agw (which stands for “anthropogenic global warming”) or #climaterealists rather than more general hashtags such as #climatechange or #globalwarming (Williams, McMurray, Kurz, & Hugo Lambert, 2015). This",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"“anthropogenic global warming”) or #climaterealists rather than more general hashtags such as #climatechange or #globalwarming (Williams, McMurray, Kurz, & Hugo Lambert, 2015). This supports the idea that knowledge communities for specific perspectives on global warming exist in",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 9 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 9 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Page 9 of 19 Printed from Oxford Research Encyclopedias, Climate Science. Under the terms of the licence agreement, an individual user may print out a single article for personal use (for details see Privacy Policy and Legal Notice).",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"shows that readership of scientific blogs is related to greater awareness of specific instances of political conflict around climate change (Nisbet & Markowitz, 2015). This points to the idea that blogs contribute to specialized knowledge.",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"shows that readership of scientific blogs is related to greater awareness of specific instances of political conflict around climate change (Nisbet & Markowitz, 2015). This points to the idea that blogs contribute to specialized knowledge.",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"knowledge, it is a component of more critical thinking about the issue. Some studies provide evidence that online comments about climate change can be deliberative, meaning that they consider a variety of perspectives on the topic rather than displaying a narrow perspective (Collins",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"knowledge, it is a component of more critical thinking about the issue. Some studies provide evidence that online comments about climate change can be deliberative, meaning that they consider a variety of perspectives on the topic rather than displaying a narrow perspective (Collins",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"the online social context can provide a space for reasoned reflection or cognitive processing of the issue of climate change. Expressive social media use also provides space for contributing to a deliberative community. For instance, an online tool called Climate Feedback encourages scientists",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"the online social context can provide a space for reasoned reflection or cognitive processing of the issue of climate change. Expressive social media use also provides space for contributing to a deliberative community. For instance, an online tool called Climate Feedback encourages scientists",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"issue of climate change. Expressive social media use also provides space for contributing to a deliberative community. For instance, an online tool called Climate Feedback encourages scientists to add annotations, such as further evidence or support for or disagreement with a published",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"perspective, to stories in major news outlets such as the New York Times, Wall Street Journal, or CNN (Readfearn, 2015). Several climate scientists using the tool all agreed a Daily Telegraph story on Earth heading for a mini–ice age to be low or very low in credibility (Readfearn, 2015). The open",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"scientific process (Saraga, 2016), potentially providing space for more knowledgeable debate about the often controversial issue of climate change. While spaces for deliberation are not directly related to knowledge, reflective cognitive processing that can occur in deliberative spaces indicates people",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"scientific process (Saraga, 2016), potentially providing space for more knowledgeable debate about the often controversial issue of climate change. While spaces for deliberation are not directly related to knowledge, reflective cognitive processing that can occur in deliberative spaces indicates people",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"valuable, beneficial, or good and understanding information found in media is associated with higher knowledge of climate change (Kahlor & Rosenthal, 2009). In short, plenty of evidence exists that Internet use is associated with greater knowledge about",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"valuable, beneficial, or good and understanding information found in media is associated with higher knowledge of climate change (Kahlor & Rosenthal, 2009). In short, plenty of evidence exists that Internet use is associated with greater knowledge about",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"In short, plenty of evidence exists that Internet use is associated with greater knowledge about climate change—both direct or perceived knowledge and other indicators of knowledge, such as reasoned reflection and specialized knowledge communities. Much of this research examines",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"In short, plenty of evidence exists that Internet use is associated with greater knowledge about climate change—both direct or perceived knowledge and other indicators of knowledge, such as reasoned reflection and specialized knowledge communities. Much of this research examines",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"content, in particular, performs differently when measuring knowledge levels. Further research examining relationships between social media use and climate change knowledge is needed.",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"content, in particular, performs differently when measuring knowledge levels. Further research examining relationships between social media use and climate change knowledge is needed.",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 10 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 10 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Page 10 of 19 Printed from Oxford Research Encyclopedias, Climate Science. Under the terms of the licence agreement, an individual user may print out a single article for personal use (for details see Privacy Policy and Legal Notice).",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Subscriber: University of California, Los Angeles; date: 04 November 2025 Climate Change Behavior and Social Media Generally, relatively few studies have examined the relationship between Internet use or social",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Subscriber: University of California, Los Angeles; date: 04 November 2025 Climate Change Behavior and Social Media Generally, relatively few studies have examined the relationship between Internet use or social",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Generally, relatively few studies have examined the relationship between Internet use or social media use and climate change activism or engagement, even though several studies on a range of political issues have shown a relationship between social media use and political action (Boulianne,",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Generally, relatively few studies have examined the relationship between Internet use or social media use and climate change activism or engagement, even though several studies on a range of political issues have shown a relationship between social media use and political action (Boulianne,",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"political issues have shown a relationship between social media use and political action (Boulianne, 2015). For the issue of climate change, one study showed that frequent usage of online versions of traditional media outlets was positively associated with intentions to adopt more political behaviors",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"political issues have shown a relationship between social media use and political action (Boulianne, 2015). For the issue of climate change, one study showed that frequent usage of online versions of traditional media outlets was positively associated with intentions to adopt more political behaviors",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"traditional media outlets was positively associated with intentions to adopt more political behaviors related to climate change, such as becoming active in promoting policy change (Arlt, Hoppe, & Wolling, 2011). This same study, however, did not find any significant relationship between online",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"traditional media outlets was positively associated with intentions to adopt more political behaviors related to climate change, such as becoming active in promoting policy change (Arlt, Hoppe, & Wolling, 2011). This same study, however, did not find any significant relationship between online",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Wolling, 2011). This same study, however, did not find any significant relationship between online media use and adopting a different lifestyle that would help mitigate climate change (e.g., driving less or purchasing energy-saving light bulbs) (Arlt et al., 2011). Some studies take the approach of",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Wolling, 2011). This same study, however, did not find any significant relationship between online media use and adopting a different lifestyle that would help mitigate climate change (e.g., driving less or purchasing energy-saving light bulbs) (Arlt et al., 2011). Some studies take the approach of",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",energy,"media use and adopting a different lifestyle that would help mitigate climate change (e.g., driving less or purchasing energy-saving light bulbs) (Arlt et al., 2011). Some studies take the approach of examining how online activities support offline activism related to climate change. Internet-based",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"less or purchasing energy-saving light bulbs) (Arlt et al., 2011). Some studies take the approach of examining how online activities support offline activism related to climate change. Internet-based advocacy organizations for climate change (e.g., 350.org), which at least sometimes utilize social",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"less or purchasing energy-saving light bulbs) (Arlt et al., 2011). Some studies take the approach of examining how online activities support offline activism related to climate change. Internet-based advocacy organizations for climate change (e.g., 350.org), which at least sometimes utilize social",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"examining how online activities support offline activism related to climate change. Internet-based advocacy organizations for climate change (e.g., 350.org), which at least sometimes utilize social media to communicate with or to members of the public, are successful in mobilizing offline publics",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"examining how online activities support offline activism related to climate change. Internet-based advocacy organizations for climate change (e.g., 350.org), which at least sometimes utilize social media to communicate with or to members of the public, are successful in mobilizing offline publics",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"such as hashtags, retweets, and replies to provide information and organize logistics of offline activities, like climate change marches around major events like the COP 15 conference held in Denmark in 2009 (Segerberg & Bennett, 2011). Another study found a relationship between using",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"such as hashtags, retweets, and replies to provide information and organize logistics of offline activities, like climate change marches around major events like the COP 15 conference held in Denmark in 2009 (Segerberg & Bennett, 2011). Another study found a relationship between using",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",energy,"Denmark in 2009 (Segerberg & Bennett, 2011). Another study found a relationship between using Facebook for engaging with energy issues (e.g., liking energy pages and sharing energy-related news content) and perceiving oneself as an opinion leader and feeling a sense of efficacy for political",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"news content) and perceiving oneself as an opinion leader and feeling a sense of efficacy for political actions related to climate change (Vraga, Anderson, Kotcher, & Maibach, 2015). In all, there is some evidence for a relationship between social media use in particular—and not just online media use—",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"news content) and perceiving oneself as an opinion leader and feeling a sense of efficacy for political actions related to climate change (Vraga, Anderson, Kotcher, & Maibach, 2015). In all, there is some evidence for a relationship between social media use in particular—and not just online media use—",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,evidence for a relationship between social media use in particular—and not just online media use— and taking action on climate change. Studies also examine how online activities spur activism that resides primarily within the online,Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,evidence for a relationship between social media use in particular—and not just online media use— and taking action on climate change. Studies also examine how online activities spur activism that resides primarily within the online,Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",green,"realm. For instance, Katz-Kimchi and Manosevitch (2015) analyzed an online activist campaign by Greenpeace that protested Facebook’s use of coal as a primary energy source using communication over Facebook itself. They claimed that this tactic was productive in mobilizing a broader set of",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",energy,"realm. For instance, Katz-Kimchi and Manosevitch (2015) analyzed an online activist campaign by Greenpeace that protested Facebook’s use of coal as a primary energy source using communication over Facebook itself. They claimed that this tactic was productive in mobilizing a broader set of",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"study identified collective action frames, such as information sharing and sharing evidence, in YouTube comments about Climategate, a mediated event without accompanying offline activities (Porter & Hellsten, 2014). Thus, social media discussions by both professional environmental",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"organizations and by regular Internet users encourage different forms of online action on the issue of climate change. This perspective does not acknowledge, however, that online activism of the information sharing nature may not necessarily account for much tangible change on the issue—",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"organizations and by regular Internet users encourage different forms of online action on the issue of climate change. This perspective does not acknowledge, however, that online activism of the information sharing nature may not necessarily account for much tangible change on the issue—",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"There is some evidence that discussions over social media are not of the nature in which a range of individuals have a platform for communicating about climate change. For instance, some have argued social media is useful for activating one’s own opinion group but not necessarily for talking",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"There is some evidence that discussions over social media are not of the nature in which a range of individuals have a platform for communicating about climate change. For instance, some have argued social media is useful for activating one’s own opinion group but not necessarily for talking",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 11 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 11 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Page 11 of 19 Printed from Oxford Research Encyclopedias, Climate Science. Under the terms of the licence agreement, an individual user may print out a single article for personal use (for details see Privacy Policy and Legal Notice).",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Subscriber: University of California, Los Angeles; date: 04 November 2025 to individuals who do not share one’s opinion. One study of climate change discussions over Twitter provides evidence that people tend to talk to others who are like-minded, with a minority of users",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Subscriber: University of California, Los Angeles; date: 04 November 2025 to individuals who do not share one’s opinion. One study of climate change discussions over Twitter provides evidence that people tend to talk to others who are like-minded, with a minority of users",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"talking to people who share diverse views (Williams, McMurray, Kurz, & Hugo Lambert, 2015). Others argue that opinion leaders on social media for climate change are few in number and highly concentrated among elite journalists, organizations, and celebrities—as evidenced by an analysis of",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"talking to people who share diverse views (Williams, McMurray, Kurz, & Hugo Lambert, 2015). Others argue that opinion leaders on social media for climate change are few in number and highly concentrated among elite journalists, organizations, and celebrities—as evidenced by an analysis of",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"environment” (Katz & Lazarsfeld, 1955, p. 3), and are an important component of influencing a variety of actions on climate change, including consumer behaviors and political participation among others (Nisbet & Kotcher, 2009), and are thus a significant part of any discussion on climate",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"environment” (Katz & Lazarsfeld, 1955, p. 3), and are an important component of influencing a variety of actions on climate change, including consumer behaviors and political participation among others (Nisbet & Kotcher, 2009), and are thus a significant part of any discussion on climate",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"variety of actions on climate change, including consumer behaviors and political participation among others (Nisbet & Kotcher, 2009), and are thus a significant part of any discussion on climate change behavior. Social media is a space where opinion leaders can share information about how to",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"change behavior. Social media is a space where opinion leaders can share information about how to get involved in an issue such as climate change and expose peers to information they otherwise would not see (Nisbet, Markowitz, & Kotcher, 2012). Indeed, empirical research shows that opinion",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"change behavior. Social media is a space where opinion leaders can share information about how to get involved in an issue such as climate change and expose peers to information they otherwise would not see (Nisbet, Markowitz, & Kotcher, 2012). Indeed, empirical research shows that opinion",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"also a useful tool for environmental nongovernmental organizations trying to communicate, coordinate, and mobilize climate activists (Castells, 2009; Hestres, 2015). In sum, there is initial evidence that social media is productive in encouraging more",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"In sum, there is initial evidence that social media is productive in encouraging more environmentally friendly behaviors that will mitigate climate change and in sparking activism around the issue of climate change. Scholars are optimistic that new media provide opportunities to",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"In sum, there is initial evidence that social media is productive in encouraging more environmentally friendly behaviors that will mitigate climate change and in sparking activism around the issue of climate change. Scholars are optimistic that new media provide opportunities to",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"environmentally friendly behaviors that will mitigate climate change and in sparking activism around the issue of climate change. Scholars are optimistic that new media provide opportunities to increase information sharing, participation, and engagement with climate change (O’Neill &",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"environmentally friendly behaviors that will mitigate climate change and in sparking activism around the issue of climate change. Scholars are optimistic that new media provide opportunities to increase information sharing, participation, and engagement with climate change (O’Neill &",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"around the issue of climate change. Scholars are optimistic that new media provide opportunities to increase information sharing, participation, and engagement with climate change (O’Neill & Boykoff, 2011). The future direct empirical research will help solidify these early perspectives on the",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"around the issue of climate change. Scholars are optimistic that new media provide opportunities to increase information sharing, participation, and engagement with climate change (O’Neill & Boykoff, 2011). The future direct empirical research will help solidify these early perspectives on the",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"There is a wide range of possible roles social media can play in encouraging different attitudes and behaviors around climate change, and there are many unanswered questions in these areas of research. First, parsing out the effects of different content-related components of climate change",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"There is a wide range of possible roles social media can play in encouraging different attitudes and behaviors around climate change, and there are many unanswered questions in these areas of research. First, parsing out the effects of different content-related components of climate change",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"behaviors around climate change, and there are many unanswered questions in these areas of research. First, parsing out the effects of different content-related components of climate change communication in social media is crucial for better understanding the role of social media in public",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"behaviors around climate change, and there are many unanswered questions in these areas of research. First, parsing out the effects of different content-related components of climate change communication in social media is crucial for better understanding the role of social media in public",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"communication in social media is crucial for better understanding the role of social media in public perceptions about climate change. This review suggests a negative tone in the sentiment of discussions on climate change, but it is difficult to tell the nature of that negativity. Scholars suggest",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"communication in social media is crucial for better understanding the role of social media in public perceptions about climate change. This review suggests a negative tone in the sentiment of discussions on climate change, but it is difficult to tell the nature of that negativity. Scholars suggest",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"perceptions about climate change. This review suggests a negative tone in the sentiment of discussions on climate change, but it is difficult to tell the nature of that negativity. Scholars suggest that language and iconic visuals that are alarmist in nature or rely on fear appeals may raise",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"perceptions about climate change. This review suggests a negative tone in the sentiment of discussions on climate change, but it is difficult to tell the nature of that negativity. Scholars suggest that language and iconic visuals that are alarmist in nature or rely on fear appeals may raise",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"2009). While there is reason to be optimistic about the ability of social media to positively influence opinion, knowledge, and behavior around climate change, some caution that social media use may simply encourage more reinforcement of existing perceptions of climate change rather than",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"2009). While there is reason to be optimistic about the ability of social media to positively influence opinion, knowledge, and behavior around climate change, some caution that social media use may simply encourage more reinforcement of existing perceptions of climate change rather than",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"opinion, knowledge, and behavior around climate change, some caution that social media use may simply encourage more reinforcement of existing perceptions of climate change rather than reaching new individuals or changing opinions (Nisbet, Markowitz, & Kotcher, 2012). Indeed,",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"opinion, knowledge, and behavior around climate change, some caution that social media use may simply encourage more reinforcement of existing perceptions of climate change rather than reaching new individuals or changing opinions (Nisbet, Markowitz, & Kotcher, 2012). Indeed,",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 12 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"Effects of Social Media Use on Climate Change Opinion, Knowledge, and Behavior Page 12 of 19",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"Page 12 of 19 Printed from Oxford Research Encyclopedias, Climate Science. Under the terms of the licence agreement, an individual user may print out a single article for personal use (for details see Privacy Policy and Legal Notice).",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"suggesting that social media may exacerbate existing divisions in society. While this could be a boon for mobilizing those already concerned about climate change, care should be given to considering the extent to which social media provides a skeptical perspective of climate change and the effect",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"suggesting that social media may exacerbate existing divisions in society. While this could be a boon for mobilizing those already concerned about climate change, care should be given to considering the extent to which social media provides a skeptical perspective of climate change and the effect",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"for mobilizing those already concerned about climate change, care should be given to considering the extent to which social media provides a skeptical perspective of climate change and the effect this may have on people who have not yet made up their minds about the issue. In addition, it could",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"for mobilizing those already concerned about climate change, care should be given to considering the extent to which social media provides a skeptical perspective of climate change and the effect this may have on people who have not yet made up their minds about the issue. In addition, it could",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,deeper into these sentiment analyses to better understand the negativity in them can inform future research on uncovering effects of social media on climate change perceptions and behaviors. The second area of research on social media that climate change communication researchers should,Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,deeper into these sentiment analyses to better understand the negativity in them can inform future research on uncovering effects of social media on climate change perceptions and behaviors. The second area of research on social media that climate change communication researchers should,Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"research on uncovering effects of social media on climate change perceptions and behaviors. The second area of research on social media that climate change communication researchers should focus on is source-related questions. Where do attitudes about different levels of source (e.g., the",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"research on uncovering effects of social media on climate change perceptions and behaviors. The second area of research on social media that climate change communication researchers should focus on is source-related questions. Where do attitudes about different levels of source (e.g., the",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"linked content or the peer sharing the link) on social media come from, and how do those different sources affect public perceptions of climate change? A range of information sources are involved in social media communication, and answering some of these source-related questions is crucial to",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate change,"linked content or the peer sharing the link) on social media come from, and how do those different sources affect public perceptions of climate change? A range of information sources are involved in social media communication, and answering some of these source-related questions is crucial to",Journal
"Effects_of_Social_Media_Use_on_Climate_Change_Opinion,_Knowledge,_and_Behavior",climate,"social media communication, and answering some of these source-related questions is crucial to understanding the role of social media in climate change perceptions. A third essential area of research is understanding how visual communication of social media can influence various public",Journal
